Career_ID,Career_Title,Career_Family,Level,Career_DNA_Primary,Career_DNA_Match_Score,Starting_Salary_Min_INR,Starting_Salary_Max_INR,Remote_Work_Score,Work_Life_Balance_Score,Job_Satisfaction_Score,Market_Demand_2026,Growth_Rate_Percent,Freelance_Opportunity
WK2429,Director of Photography,Creative Arts & Media,Senior,Phase 3,Specialized,800000,3500000,30,5,9,High,25,Low
WK2430,Camera Operator,Creative Arts & Media,Mid-Level,Phase 3,Specialized,400000,1500000,30,6,8,High,22,Medium
WK2431,Steadicam Operator,Creative Arts & Media,Senior,Phase 3,Specialized,500000,1800000,20,6,8,Medium,20,Medium
WK2432,Drone Cinematographer,Creative Arts & Media,Mid-Level,Phase 3,Specialized,450000,1600000,40,7,9,Very High,35,High
WK2433,Video Editor,Creative Arts & Media,Mid-Level,Phase 3,Specialized,400000,1500000,85,7,8,Very High,28,Very High
WK2434,Film Editor,Creative Arts & Media,Senior,Phase 3,Specialized,600000,2500000,70,6,9,High,25,Medium
WK2435,Colorist,Creative Arts & Media,Senior,Phase 3,Specialized,600000,2000000,80,7,8,High,25,High
WK2436,Visual Effects Artist,Creative Arts & Media,Mid-Level,Phase 3,Specialized,500000,2000000,90,7,9,Very High,35,High
WK2437,VFX Supervisor,Creative Arts & Media,Senior,Phase 3,Specialized,800000,3000000,70,6,9,High,30,Medium
WK2438,Motion Graphics Designer,Creative Arts & Media,Mid-Level,Phase 3,Specialized,450000,1600000,90,8,9,Very High,32,Very High
WK2439,Compositor,Creative Arts & Media,Mid-Level,Phase 3,Specialized,500000,1800000,90,7,8,High,28,High
WK2440,Sound Designer,Creative Arts & Media,Mid-Level,Phase 3,Specialized,400000,1500000,70,7,9,High,25,High
WK2441,Foley Artist,Creative Arts & Media,Mid-Level,Phase 3,Specialized,350000,1200000,50,7,9,Medium,20,Medium
WK2442,Boom Operator,Creative Arts & Media,Mid-Level,Phase 3,Specialized,300000,1000000,10,6,7,Medium,18,Low
WK2443,Sound Mixer,Creative Arts & Media,Senior,Phase 3,Specialized,500000,1800000,50,7,8,High,22,Medium
WK2444,Production Designer,Creative Arts & Media,Senior,Phase 3,Specialized,600000,2500000,40,6,9,High,25,Medium
WK2445,Art Director,Creative Arts & Media,Senior,Phase 3,Specialized,700000,2500000,50,6,9,High,25,Medium
WK2446,Set Designer,Creative Arts & Media,Mid-Level,Phase 3,Specialized,400000,1500000,40,7,9,High,22,Medium
WK2447,Prop Master,Creative Arts & Media,Mid-Level,Phase 3,Specialized,350000,1200000,30,7,8,Medium,18,Medium
WK2448,Costume Designer,Creative Arts & Media,Mid-Level,Phase 3,Specialized,400000,1800000,50,7,9,High,22,High
WK2449,Makeup Artist (Film),Creative Arts & Media,Mid-Level,Phase 3,Specialized,350000,1500000,30,7,9,High,25,High
WK2450,Special Effects Makeup Artist,Creative Arts & Media,Mid-Level,Phase 3,Specialized,450000,1800000,40,7,9,High,28,High
WK2451,Storyboard Artist,Creative Arts & Media,Mid-Level,Phase 3,Specialized,400000,1500000,90,8,9,High,25,Very High
WK2452,Script Supervisor,Creative Arts & Media,Mid-Level,Phase 3,Specialized,350000,1200000,30,7,8,Medium,18,Medium
WK2453,Gaffer,Creative Arts & Media,Mid-Level,Phase 3,Specialized,400000,1400000,20,6,8,Medium,20,Low
WK2454,Grip,Creative Arts & Media,Mid-Level,Phase 3,Specialized,300000,1000000,10,6,7,Medium,18,Low
WK2455,Location Manager,Creative Arts & Media,Mid-Level,Phase 3,Specialized,400000,1400000,40,6,7,Medium,20,Medium
WK2456,Film Critic,Creative Arts & Media,Mid-Level,Phase 3,Specialized,350000,1200000,90,8,9,Medium,18,High
WK2457,Film Distributor,Creative Arts & Media,Senior,Phase 3,Specialized,600000,2500000,60,6,8,Medium,18,Medium
WK2458,YouTube Content Creator,Creative Arts & Media,Mid-Level,Phase 3,Specialized,300000,3000000,95,9,9,Very High,40,Very High
WK2459,TikTok Creator,Creative Arts & Media,Mid-Level,Phase 3,Specialized,250000,2500000,95,9,9,Very High,45,Very High
WK2460,Instagram Content Creator,Creative Arts & Media,Mid-Level,Phase 3,Specialized,300000,2500000,95,9,9,Very High,40,Very High
WK2461,Podcast Producer,Creative Arts & Media,Mid-Level,Phase 3,Specialized,350000,1500000,90,8,9,Very High,38,Very High
WK2462,Professional Cricket Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,5000000,20,5,9,Very High,20,Very Low
WK2463,Test Cricket Player,Sports & Fitness,Senior,Phase 3,Specialized,1000000,10000000,15,4,10,High,18,Very Low
WK2464,ODI Cricket Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,800000,8000000,15,5,9,Very High,20,Very Low
WK2465,T20 Cricket Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,600000,6000000,20,5,9,Very High,25,Very Low
WK2466,IPL Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,1000000,15000000,25,6,10,Very High,30,Very Low
WK2467,Professional Footballer,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,3000000,10,5,9,Very High,28,Very Low
WK2468,ISL Football Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,5000000,15,5,9,High,30,Very Low
WK2469,Football Striker,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,4000000,10,5,9,High,25,Very Low
WK2470,Football Midfielder,Sports & Fitness,Mid-Level,Phase 3,Specialized,450000,3500000,10,5,9,High,25,Very Low
WK2471,Football Defender,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,3000000,10,5,9,High,25,Very Low
WK2472,Football Goalkeeper,Sports & Fitness,Mid-Level,Phase 3,Specialized,450000,3500000,10,5,9,High,25,Very Low
WK2473,Professional Basketball Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,3000000,10,5,9,High,30,Very Low
WK2474,NBA Player (India Origin),Sports & Fitness,Senior,Phase 3,Specialized,2000000,20000000,10,4,10,Low,35,Very Low
WK2475,Professional Badminton Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,3000000,20,5,9,High,22,Very Low
WK2476,National Badminton Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,4000000,20,5,9,High,22,Very Low
WK2477,International Badminton Player,Sports & Fitness,Senior,Phase 3,Specialized,1000000,8000000,25,4,10,Medium,20,Very Low
WK2478,Professional Tennis Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,5000000,25,5,9,Medium,18,Very Low
WK2479,ATP Tennis Player,Sports & Fitness,Senior,Phase 3,Specialized,1000000,10000000,30,4,10,Low,15,Very Low
WK2480,WTA Tennis Player,Sports & Fitness,Senior,Phase 3,Specialized,1000000,10000000,30,4,10,Low,15,Very Low
WK2481,Professional Table Tennis Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,2000000,20,6,9,Medium,20,Very Low
WK2482,Field Hockey Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,3000000,10,5,9,High,22,Very Low
WK2483,Ice Hockey Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,3000000,10,5,9,Low,20,Very Low
WK2484,Professional Athlete (Track & Field),Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,2500000,20,6,9,Medium,20,Very Low
WK2485,Sprinter,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,2500000,20,6,9,Medium,18,Very Low
WK2486,Marathon Runner,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,2000000,30,7,9,High,22,Very Low
WK2487,Long Distance Runner,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,2000000,30,7,9,High,22,Very Low
WK2488,High Jumper,Sports & Fitness,Mid-Level,Phase 3,Specialized,250000,2000000,20,6,9,Low,18,Very Low
WK2489,Long Jumper,Sports & Fitness,Mid-Level,Phase 3,Specialized,250000,2000000,20,6,9,Low,18,Very Low
WK2490,Pole Vaulter,Sports & Fitness,Mid-Level,Phase 3,Specialized,250000,2000000,20,6,9,Low,18,Very Low
WK2491,Javelin Thrower,Sports & Fitness,Mid-Level,Phase 3,Specialized,250000,2000000,20,6,9,Medium,20,Very Low
WK2492,Discus Thrower,Sports & Fitness,Mid-Level,Phase 3,Specialized,250000,2000000,20,6,9,Low,18,Very Low
WK2493,Shot Put Athlete,Sports & Fitness,Mid-Level,Phase 3,Specialized,250000,2000000,20,6,9,Low,18,Very Low
WK2494,Professional Swimmer,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,2500000,20,6,9,Medium,22,Very Low
WK2495,Olympic Swimmer,Sports & Fitness,Senior,Phase 3,Specialized,500000,5000000,25,5,10,Low,20,Very Low
WK2496,Freestyle Swimmer,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,2500000,20,6,9,Medium,22,Very Low
WK2497,Backstroke Swimmer,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,2500000,20,6,9,Medium,22,Very Low
WK2498,Professional Boxer,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,3000000,10,4,8,Medium,22,Very Low
WK2499,MMA Fighter,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,4000000,15,4,8,High,30,Low
WK2500,Kickboxer,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,2500000,15,4,8,Medium,25,Low
WK2501,Professional Wrestler (WWE),Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,5000000,20,4,9,Medium,22,Very Low
WK2502,Karate Professional,Sports & Fitness,Mid-Level,Phase 3,Specialized,250000,2000000,30,6,9,Medium,20,Medium
WK2503,Judo Professional,Sports & Fitness,Mid-Level,Phase 3,Specialized,250000,2000000,30,6,9,Medium,20,Medium
WK2504,Taekwondo Professional,Sports & Fitness,Mid-Level,Phase 3,Specialized,250000,2000000,30,6,9,Medium,20,Medium
WK2505,Pro Kabaddi Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,4000000,15,5,9,Very High,35,Very Low
WK2506,Professional Golfer,Sports & Fitness,Senior,Phase 3,Specialized,500000,5000000,30,7,9,Medium,18,Very Low
WK2507,PGA Golfer,Sports & Fitness,Senior,Phase 3,Specialized,1000000,10000000,35,6,10,Low,15,Very Low
WK2508,Professional Shooter,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,2500000,20,7,9,Medium,20,Very Low
WK2509,Olympic Shooter,Sports & Fitness,Senior,Phase 3,Specialized,400000,3500000,25,6,9,Medium,18,Very Low
WK2510,Professional Archer,Sports & Fitness,Mid-Level,Phase 3,Specialized,250000,2000000,20,7,9,Low,18,Very Low
WK2511,Professional Gymnast,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,2500000,15,5,9,Low,18,Very Low
WK2512,Artistic Gymnast,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,2500000,15,5,9,Low,18,Very Low
WK2513,Chess Grandmaster,Sports & Fitness,Senior,Phase 3,Specialized,500000,5000000,90,8,10,High,20,Medium
WK2514,Professional Chess Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,3000000,90,8,10,High,22,Medium
WK2515,Esports Professional,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,4000000,95,6,9,Very High,45,Medium
WK2516,PUBG Mobile Professional,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,3500000,95,6,9,Very High,45,Medium
WK2517,CS:GO Professional Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,4000000,95,6,9,Very High,42,Medium
WK2518,Dota 2 Professional Player,Sports & Fitness,Mid-Level,Phase 3,Specialized,600000,5000000,95,6,9,High,40,Low
WK2519,League of Legends Pro,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,4500000,95,6,9,High,42,Medium
WK2520,Valorant Professional,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,3500000,95,7,9,Very High,48,Medium
WK2521,Cricket Coach,Sports & Fitness,Senior,Phase 3,Specialized,400000,1500000,30,7,9,Very High,22,Medium
WK2522,Football Coach,Sports & Fitness,Senior,Phase 3,Specialized,500000,2000000,30,6,9,Very High,25,Medium
WK2523,Basketball Coach,Sports & Fitness,Mid-Level,Phase 3,Specialized,350000,1400000,30,7,9,High,28,Medium
WK2524,Badminton Coach,Sports & Fitness,Mid-Level,Phase 3,Specialized,350000,1300000,40,7,9,High,22,High
WK2525,Tennis Coach,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,1500000,40,7,9,High,20,High
WK2526,Swimming Coach,Sports & Fitness,Mid-Level,Phase 3,Specialized,350000,1200000,30,7,9,High,22,Medium
WK2527,Athletics Coach,Sports & Fitness,Senior,Phase 3,Specialized,400000,1500000,30,7,9,High,20,Medium
WK2528,Boxing Coach,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1200000,20,7,8,Medium,22,Medium
WK2529,Martial Arts Instructor,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1000000,40,8,9,High,25,High
WK2530,Karate Instructor,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1000000,40,8,9,High,22,High
WK2531,Taekwondo Instructor,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1000000,40,8,9,High,22,High
WK2532,Judo Instructor,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1000000,40,8,9,Medium,20,High
WK2533,Golf Instructor,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,1500000,40,8,9,Medium,20,High
WK2534,Gymnastics Coach,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1200000,30,7,9,Medium,20,Medium
WK2535,Personal Trainer,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1000000,40,8,9,Very High,28,Very High
WK2536,Fitness Coach,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1000000,40,8,9,Very High,28,Very High
WK2537,Strength & Conditioning Coach,Sports & Fitness,Senior,Phase 3,Specialized,450000,1600000,40,7,9,Very High,30,High
WK2538,CrossFit Coach,Sports & Fitness,Mid-Level,Phase 3,Specialized,350000,1200000,30,7,9,Very High,32,High
WK2539,Pilates Instructor,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1000000,40,8,9,Very High,28,Very High
WK2540,Aerobics Instructor,Sports & Fitness,Mid-Level,Phase 3,Specialized,250000,800000,30,8,9,High,22,Very High
WK2541,Spinning Instructor,Sports & Fitness,Mid-Level,Phase 3,Specialized,250000,800000,30,8,9,High,25,High
WK2542,HIIT Trainer,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1000000,40,8,9,Very High,35,Very High
WK2543,Yoga Instructor,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1000000,60,9,10,Very High,25,Very High
WK2544,Yoga Teacher,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1000000,60,9,10,Very High,25,Very High
WK2545,Ashtanga Yoga Instructor,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1200000,60,9,10,High,22,Very High
WK2546,Vinyasa Yoga Instructor,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1200000,60,9,10,Very High,25,Very High
WK2547,Hatha Yoga Instructor,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1000000,60,9,10,High,22,Very High
WK2548,Kundalini Yoga Instructor,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1200000,60,9,10,Medium,20,Very High
WK2549,Meditation Teacher,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1000000,80,9,10,Very High,28,Very High
WK2550,Athletic Trainer,Sports & Fitness,Mid-Level,Phase 3,Specialized,350000,1200000,30,7,8,High,22,Medium
WK2551,Sports Performance Coach,Sports & Fitness,Senior,Phase 3,Specialized,500000,1800000,40,7,9,High,25,Medium
WK2552,Speed & Agility Coach,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,1400000,40,7,9,High,28,High
WK2553,Sports Skills Trainer,Sports & Fitness,Mid-Level,Phase 3,Specialized,350000,1300000,40,7,9,High,25,High
WK2554,Esports Coach,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,1500000,90,7,9,Very High,45,High
WK2555,Chess Coach,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1200000,90,8,9,High,22,Very High
WK2556,Sports Medicine Doctor,Sports & Fitness,Senior,Phase 3,Specialized,1000000,3500000,30,6,9,High,25,Low
WK2557,Sports Physician,Sports & Fitness,Senior,Phase 3,Specialized,1000000,3500000,30,6,9,High,25,Low
WK2558,Orthopedic Sports Surgeon,Sports & Fitness,Executive,Phase 3,Specialized,1500000,5000000,20,5,9,High,22,Very Low
WK2559,Sports Physiotherapist,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,1400000,40,7,9,Very High,28,High
WK2560,Sports Rehabilitation Specialist,Sports & Fitness,Mid-Level,Phase 3,Specialized,450000,1500000,40,7,9,High,28,High
WK2561,Sports Chiropractor,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,1600000,40,7,9,High,25,High
WK2562,Sports Massage Therapist,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1000000,50,8,9,High,25,Very High
WK2563,Athletic Therapist,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,1300000,40,7,9,High,25,Medium
WK2564,Sports Nutritionist,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,1400000,70,8,9,Very High,30,Very High
WK2565,Sports Dietitian,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,1400000,70,8,9,Very High,30,Very High
WK2566,Performance Nutritionist,Sports & Fitness,Senior,Phase 3,Specialized,500000,1800000,70,7,9,High,28,High
WK2567,Sports Psychologist,Sports & Fitness,Senior,Phase 3,Specialized,600000,2000000,70,8,10,High,28,High
WK2568,Mental Performance Coach,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,1600000,80,8,9,High,30,High
WK2569,Sports Counselor,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,1300000,70,8,9,Medium,25,High
WK2570,Sports Scientist,Sports & Fitness,Senior,Phase 3,Specialized,600000,2000000,50,7,9,High,28,Medium
WK2571,Exercise Physiologist,Sports & Fitness,Mid-Level,Phase 3,Specialized,450000,1500000,60,7,9,High,28,High
WK2572,Biomechanist,Sports & Fitness,Senior,Phase 3,Specialized,600000,2000000,60,7,9,High,25,Medium
WK2573,Sports Kinesiologist,Sports & Fitness,Mid-Level,Phase 3,Specialized,450000,1500000,60,7,9,Medium,25,High
WK2574,Sports Performance Analyst,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,1600000,70,7,8,Very High,32,High
WK2575,Sports Data Analyst,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,1600000,80,7,8,Very High,35,High
WK2576,Sports Podiatrist,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,1600000,40,7,9,Medium,22,Medium
WK2577,Sports Optometrist,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,1600000,50,7,8,Low,20,Medium
WK2578,Sports Dentist,Sports & Fitness,Mid-Level,Phase 3,Specialized,600000,2000000,50,7,9,Low,20,Low
WK2579,Fitness Assessor,Sports & Fitness,Mid-Level,Phase 3,Specialized,350000,1100000,50,8,8,High,25,High
WK2580,Body Composition Specialist,Sports & Fitness,Mid-Level,Phase 3,Specialized,350000,1100000,60,8,8,High,28,High
WK2581,Functional Movement Specialist,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,1300000,50,8,9,High,28,High
WK2582,Recovery Coach,Sports & Fitness,Mid-Level,Phase 3,Specialized,350000,1200000,60,8,9,High,30,High
WK2583,Cryotherapy Specialist,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1000000,40,8,8,Medium,25,Medium
WK2584,Sports Sleep Specialist,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,1400000,80,8,9,High,32,High
WK2585,Sports Manager,Sports & Fitness,Senior,Phase 3,Specialized,600000,2000000,50,6,8,High,25,Medium
WK2586,Sports Team Manager,Sports & Fitness,Senior,Phase 3,Specialized,700000,2500000,40,5,8,High,22,Low
WK2587,Sports Director,Sports & Fitness,Executive,Phase 3,Specialized,1000000,3500000,50,5,8,Medium,20,Low
WK2588,Athletic Director,Sports & Fitness,Executive,Phase 3,Specialized,800000,2800000,40,6,8,High,22,Low
WK2589,Sports Club Manager,Sports & Fitness,Senior,Phase 3,Specialized,600000,2000000,40,6,8,Medium,22,Low
WK2590,Gym Manager,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,1200000,30,7,7,Very High,25,Low
WK2591,Fitness Center Manager,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,1200000,30,7,7,Very High,28,Medium
WK2592,Sports Marketing Manager,Sports & Fitness,Senior,Phase 3,Specialized,700000,2200000,60,6,8,High,28,Medium
WK2593,Sports Sponsorship Manager,Sports & Fitness,Senior,Phase 3,Specialized,700000,2200000,60,6,8,High,25,Medium
WK2594,Sports Brand Manager,Sports & Fitness,Senior,Phase 3,Specialized,800000,2500000,60,6,8,High,28,Medium
WK2595,Sports Journalist,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,1300000,70,7,8,High,22,High
WK2596,Sports Commentator,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,2000000,50,7,9,High,25,High
WK2597,Sports Broadcaster,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,2000000,40,6,8,High,22,Medium
WK2598,Sports Anchor,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,1800000,40,6,8,High,22,Medium
WK2599,Sports Agent,Sports & Fitness,Senior,Phase 3,Specialized,600000,3000000,70,6,9,Medium,22,High
WK2600,Sports Event Manager,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,1600000,40,5,8,High,28,Medium
WK2601,Sports Facility Manager,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,1500000,30,7,7,High,22,Low
WK2602,Sports Equipment Manager,Sports & Fitness,Mid-Level,Phase 3,Specialized,350000,1100000,40,7,7,Medium,20,Medium
WK2603,Sports Retail Manager,Sports & Fitness,Mid-Level,Phase 3,Specialized,400000,1200000,30,7,7,High,22,Low
WK2604,Sports Technology Specialist,Sports & Fitness,Mid-Level,Phase 3,Specialized,600000,2000000,80,7,8,Very High,40,High
WK2605,Sports Video Analyst,Sports & Fitness,Mid-Level,Phase 3,Specialized,450000,1500000,70,7,8,Very High,35,High
WK2606,Sports Statistician,Sports & Fitness,Mid-Level,Phase 3,Specialized,500000,1600000,80,7,8,High,30,High
WK2607,Sports Photographer,Sports & Fitness,Mid-Level,Phase 3,Specialized,350000,1400000,50,7,9,High,22,Very High
WK2608,Sports Lawyer,Sports & Fitness,Senior,Phase 3,Specialized,800000,3000000,70,6,8,Medium,22,Medium
WK2609,Sports Referee,Sports & Fitness,Mid-Level,Phase 3,Specialized,300000,1200000,20,6,7,High,18,Medium
WK2610,Agricultural Extension Officer,Agriculture & Food Production,Mid-Level,Advocate,"Advocate: 3, Organizer: 2",250000,450000,20,65,70,High,12,Low
WK2611,Organic Farm Manager,Agriculture & Food Production,Manager,Builder,"Builder: 3, Creator: 2",300000,600000,15,70,75,Very High,18,Medium
WK2612,Dairy Farm Supervisor,Agriculture & Food Production,Mid-Level,Organizer,"Organizer: 3, Creator: 2",200000,400000,10,60,65,High,10,Low
WK2613,Food Processing Technician,Agriculture & Food Production,Entry,Builder,"Builder: 3, Thinker: 2",180000,300000,5,55,60,High,14,None
WK2614,Aquaculture Specialist,Agriculture & Food Production,Mid-Level,Thinker,"Thinker: 3, Adventurer: 2",280000,500000,20,65,70,Very High,20,Medium
WK2615,Horticulture Manager,Agriculture & Food Production,Manager,Creator,"Creator: 3, Leader: 2",320000,550000,15,68,72,High,15,Low
WK2616,Agricultural Drone Operator,Agriculture & Food Production,Entry,Adventurer,"Adventurer: 3, Creator: 2",220000,380000,25,70,68,Very High,28,High
WK2617,Precision Agriculture Consultant,Agriculture & Food Production,Senior,Thinker,"Thinker: 3, Leader: 2",450000,800000,40,75,80,Very High,25,High
WK2618,Seed Production Manager,Agriculture & Food Production,Manager,Organizer,"Organizer: 3, Leader: 2",350000,600000,10,62,68,High,12,Low
WK2619,Food Safety Inspector,Agriculture & Food Production,Mid-Level,Organizer,"Organizer: 3, Builder: 2",280000,480000,15,70,72,High,10,None
WK2620,Agricultural Loan Officer,Agriculture & Food Production,Mid-Level,Connector,"Connector: 3, Organizer: 2",300000,550000,35,72,70,High,11,Low
WK2621,Irrigation Engineer,Agriculture & Food Production,Senior,Builder,"Builder: 3, Leader: 2",400000,700000,20,65,68,High,13,Medium
WK2622,Poultry Farm Manager,Agriculture & Food Production,Manager,Organizer,"Organizer: 3, Creator: 2",280000,500000,5,58,62,High,9,Low
WK2623,Agri-Business Development Manager,Agriculture & Food Production,Manager,Leader,"Leader: 3, Thinker: 2",450000,850000,45,70,75,Very High,16,Medium
WK2624,Crop Insurance Assessor,Agriculture & Food Production,Mid-Level,Thinker,"Thinker: 3, Builder: 2",250000,450000,30,68,70,High,12,Medium
WK2625,Mushroom Cultivation Specialist,Agriculture & Food Production,Mid-Level,Builder,"Builder: 3, Connector: 2",200000,380000,15,65,72,Very High,22,High
WK2626,Agricultural Microbiologist,Agriculture & Food Production,Senior,Thinker,"Thinker: 3, Caregiver: 2",420000,750000,25,72,75,High,14,Low
WK2627,Farm Equipment Technician,Agriculture & Food Production,Entry,Builder,"Builder: 3, Connector: 2",180000,320000,5,60,65,High,11,Low
WK2628,Organic Certification Auditor,Agriculture & Food Production,Mid-Level,Organizer,"Organizer: 3, Caregiver: 2",300000,520000,35,70,72,Very High,18,High
WK2629,Cold Chain Manager,Agriculture & Food Production,Manager,Organizer,"Organizer: 3, Adventurer: 2",380000,650000,15,62,68,Very High,15,Low
WK2630,Agronomist,Agriculture & Food Production,Senior,Thinker,"Thinker: 3, Caregiver: 2",400000,720000,25,68,72,High,13,Medium
WK2631,Beekeeping Specialist,Agriculture & Food Production,Mid-Level,Caregiver,"Caregiver: 3, Creator: 2",180000,350000,20,75,78,Medium,15,Very High
WK2632,Food Product Developer,Agriculture & Food Production,Mid-Level,Creator,"Creator: 3, Adventurer: 2",350000,600000,30,70,75,High,16,Medium
WK2633,Greenhouse Manager,Agriculture & Food Production,Manager,Organizer,"Organizer: 3, Adventurer: 2",300000,550000,10,65,70,High,14,Low
WK2634,Agricultural Data Analyst,Agriculture & Food Production,Mid-Level,Thinker,"Thinker: 3, Adventurer: 2",400000,700000,60,78,75,Very High,24,High
WK2635,Soil Scientist,Agriculture & Food Production,Senior,Thinker,"Thinker: 3, Adventurer: 2",420000,750000,30,70,73,High,12,Medium
WK2636,Livestock Nutritionist,Agriculture & Food Production,Mid-Level,Thinker,"Thinker: 3, Connector: 2",320000,580000,20,68,70,High,13,Low
WK2637,Sericulture Officer,Agriculture & Food Production,Mid-Level,Organizer,"Organizer: 3, Thinker: 2",220000,400000,10,65,68,Medium,10,Low
WK2638,Vermicompost Production Manager,Agriculture & Food Production,Entry,Builder,"Builder: 3, Creator: 2",160000,280000,15,68,70,Very High,20,High
WK2639,Agricultural Marketing Specialist,Agriculture & Food Production,Mid-Level,Connector,"Connector: 3, Leader: 2",300000,550000,40,72,70,High,14,Medium
WK2640,Floriculture Expert,Agriculture & Food Production,Mid-Level,Creator,"Creator: 3, Advocate: 2",250000,450000,15,70,75,High,16,Medium
WK2641,Animal Husbandry Officer,Agriculture & Food Production,Mid-Level,Caregiver,"Caregiver: 3, Builder: 2",280000,480000,10,65,70,High,11,None
WK2642,Fruit Processing Manager,Agriculture & Food Production,Manager,Organizer,"Organizer: 3, Thinker: 2",320000,580000,10,62,68,High,13,Low
WK2643,Agricultural Equipment Sales Manager,Agriculture & Food Production,Manager,Connector,"Connector: 3, Organizer: 2",400000,750000,30,68,70,High,12,Low
WK2644,Fisheries Development Officer,Agriculture & Food Production,Mid-Level,Advocate,"Advocate: 3, Organizer: 2",260000,460000,15,65,68,High,14,Low
